,dataset,speaker_id,file_id,start,duration,gender,dataset
4839,VCTK,p227,p227/p227_218_mic1,0,2.04,,VCTK
4840,VCTK,p253,p253/p253_033_mic1,0,2.04,,VCTK
4841,VCTK,p250,p250/p250_082_mic1,0,2.04,,VCTK
4842,VCTK,p298,p298/p298_001_mic1,0,2.04,,VCTK
4843,VCTK,p273,p273/p273_084_mic1,0,2.04,,VCTK
4844,VCTK,p326,p326/p326_322_mic1,0,2.04,,VCTK
4845,VCTK,p335,p335/p335_235_mic1,0,2.04,,VCTK
4846,VCTK,p262,p262/p262_331_mic1,0,2.04,,VCTK
4847,VCTK,p334,p334/p334_138_mic1,0,2.04,,VCTK
4848,VCTK,p249,p249/p249_157_mic1,0,2.04,,VCTK
4849,VCTK,p226,p226/p226_324_mic1,0,2.04,,VCTK
4850,VCTK,p225,p225/p225_319_mic1,0,2.04,,VCTK
4851,VCTK,p262,p262/p262_049_mic1,0,2.04,,VCTK
4852,VCTK,p334,p334/p334_424_mic1,0,2.04,,VCTK
4853,VCTK,p238,p238/p238_267_mic1,0,2.04,,VCTK
4854,VCTK,p264,p264/p264_219_mic1,0,2.04,,VCTK
4855,VCTK,p303,p303/p303_235_mic1,0,2.04,,VCTK
4856,VCTK,p244,p244/p244_242_mic1,0,2.04,,VCTK
4857,VCTK,p301,p301/p301_075_mic1,0,2.04,,VCTK
4858,VCTK,p236,p236/p236_019_mic1,0,2.04,,VCTK
4859,VCTK,p293,p293/p293_311_mic1,0,2.04,,VCTK
4860,VCTK,p236,p236/p236_449_mic1,0,2.04,,VCTK
4861,VCTK,p234,p234/p234_230_mic1,0,2.04,,VCTK
4862,VCTK,p339,p339/p339_315_mic1,0,2.04,,VCTK
4863,VCTK,p252,p252/p252_262_mic1,0,2.04,,VCTK
4864,VCTK,p240,p240/p240_303_mic1,0,2.04,,VCTK
4865,VCTK,p343,p343/p343_303_mic1,0,2.04,,VCTK
4866,VCTK,p314,p314/p314_419_mic1,0,2.04,,VCTK
4867,VCTK,p270,p270/p270_150_mic1,0,2.04,,VCTK
4868,VCTK,p277,p277/p277_443_mic1,0,2.04,,VCTK
4869,VCTK,p240,p240/p240_202_mic1,0,2.04,,VCTK
4870,VCTK,p336,p336/p336_381_mic1,0,2.04,,VCTK
4871,VCTK,p241,p241/p241_088_mic1,0,2.04,,VCTK
4872,VCTK,p263,p263/p263_300_mic1,0,2.04,,VCTK
4873,VCTK,p284,p284/p284_244_mic1,0,2.04,,VCTK
4874,VCTK,p225,p225/p225_349_mic1,0,2.04,,VCTK
4875,VCTK,p300,p300/p300_249_mic1,0,2.04,,VCTK
4876,VCTK,p246,p246/p246_198_mic1,0,2.04,,VCTK
4877,VCTK,p298,p298/p298_305_mic1,0,2.04,,VCTK
4878,VCTK,p293,p293/p293_198_mic1,0,2.04,,VCTK
4879,VCTK,p308,p308/p308_165_mic1,0,2.04,,VCTK
4880,VCTK,p311,p311/p311_178_mic1,0,2.04,,VCTK
4881,VCTK,p302,p302/p302_062_mic1,0,2.04,,VCTK
4882,VCTK,p343,p343/p343_011_mic1,0,2.04,,VCTK
4883,VCTK,p277,p277/p277_020_mic1,0,2.04,,VCTK
4884,VCTK,p311,p311/p311_077_mic1,0,2.04,,VCTK
4885,VCTK,p270,p270/p270_316_mic1,0,2.04,,VCTK
4886,VCTK,p302,p302/p302_187_mic1,0,2.04,,VCTK
4887,VCTK,p313,p313/p313_044_mic1,0,2.04,,VCTK
4888,VCTK,p295,p295/p295_292_mic1,0,2.04,,VCTK
4889,VCTK,p339,p339/p339_415_mic1,0,2.04,,VCTK
4890,VCTK,p336,p336/p336_204_mic1,0,2.04,,VCTK
4891,VCTK,p302,p302/p302_032_mic1,0,2.04,,VCTK
4892,VCTK,p283,p283/p283_182_mic1,0,2.04,,VCTK
4893,VCTK,p308,p308/p308_090_mic1,0,2.04,,VCTK
4894,VCTK,p269,p269/p269_028_mic1,0,2.04,,VCTK
4895,VCTK,p228,p228/p228_095_mic1,0,2.04,,VCTK
4896,VCTK,p252,p252/p252_362_mic1,0,2.04,,VCTK
4897,VCTK,p259,p259/p259_138_mic1,0,2.04,,VCTK
4898,VCTK,p306,p306/p306_341_mic1,0,2.04,,VCTK
4899,VCTK,p305,p305/p305_335_mic1,0,2.04,,VCTK
4900,VCTK,p243,p243/p243_231_mic1,0,2.04,,VCTK
4901,VCTK,p318,p318/p318_254_mic1,0,2.04,,VCTK
4902,VCTK,p288,p288/p288_389_mic1,0,2.04,,VCTK
4903,VCTK,p316,p316/p316_307_mic1,0,2.04,,VCTK
4904,VCTK,p238,p238/p238_132_mic1,0,2.04,,VCTK
4905,VCTK,p269,p269/p269_268_mic1,0,2.04,,VCTK
4906,VCTK,p278,p278/p278_206_mic1,0,2.04,,VCTK
4907,VCTK,p258,p258/p258_080_mic1,0,2.04,,VCTK
4908,VCTK,p241,p241/p241_085_mic1,0,2.04,,VCTK
4909,VCTK,p336,p336/p336_225_mic1,0,2.04,,VCTK
4910,VCTK,p253,p253/p253_277_mic1,0,2.04,,VCTK
4911,VCTK,p317,p317/p317_223_mic1,0,2.04,,VCTK
4912,VCTK,p317,p317/p317_072_mic1,0,2.04,,VCTK
4913,VCTK,p311,p311/p311_281_mic1,0,2.04,,VCTK
4914,VCTK,p272,p272/p272_297_mic1,0,2.04,,VCTK
4915,VCTK,p264,p264/p264_136_mic1,0,2.04,,VCTK
4916,VCTK,p228,p228/p228_261_mic1,0,2.04,,VCTK
4917,VCTK,p345,p345/p345_329_mic1,0,2.04,,VCTK
4918,VCTK,p270,p270/p270_418_mic1,0,2.04,,VCTK
4919,VCTK,p343,p343/p343_114_mic1,0,2.04,,VCTK
4920,VCTK,p257,p257/p257_351_mic1,0,2.04,,VCTK
4921,VCTK,p270,p270/p270_258_mic1,0,2.04,,VCTK
4922,VCTK,p301,p301/p301_141_mic1,0,2.04,,VCTK
4923,VCTK,p264,p264/p264_122_mic1,0,2.04,,VCTK
4924,VCTK,p340,p340/p340_041_mic1,0,2.04,,VCTK
4925,VCTK,p316,p316/p316_118_mic1,0,2.04,,VCTK
4926,VCTK,p299,p299/p299_279_mic1,0,2.04,,VCTK
4927,VCTK,p306,p306/p306_111_mic1,0,2.04,,VCTK
4928,VCTK,p267,p267/p267_163_mic1,0,2.04,,VCTK
4929,VCTK,p273,p273/p273_336_mic1,0,2.04,,VCTK
4930,VCTK,p280,p280/p280_099_mic1,0,2.04,,VCTK
4931,VCTK,p334,p334/p334_068_mic1,0,2.04,,VCTK
4932,VCTK,p247,p247/p247_369_mic1,0,2.04,,VCTK
4933,VCTK,p236,p236/p236_217_mic1,0,2.04,,VCTK
4934,VCTK,p264,p264/p264_495_mic1,0,2.04,,VCTK
4935,VCTK,p258,p258/p258_020_mic1,0,2.04,,VCTK
4936,VCTK,p295,p295/p295_317_mic1,0,2.04,,VCTK
4937,VCTK,p276,p276/p276_428_mic1,0,2.04,,VCTK
4938,VCTK,p229,p229/p229_135_mic1,0,2.04,,VCTK
4939,VCTK,p255,p255/p255_139_mic1,0,2.04,,VCTK
4940,VCTK,p259,p259/p259_050_mic1,0,2.04,,VCTK
4941,VCTK,p278,p278/p278_254_mic1,0,2.04,,VCTK
4942,VCTK,p306,p306/p306_277_mic1,0,2.04,,VCTK
4943,VCTK,p343,p343/p343_130_mic1,0,2.04,,VCTK
4944,VCTK,p233,p233/p233_190_mic1,0,2.04,,VCTK
4945,VCTK,p238,p238/p238_072_mic1,0,2.04,,VCTK
4946,VCTK,p275,p275/p275_061_mic1,0,2.04,,VCTK
4947,VCTK,p260,p260/p260_120_mic1,0,2.04,,VCTK
4948,VCTK,p326,p326/p326_037_mic1,0,2.04,,VCTK
4949,VCTK,p326,p326/p326_186_mic1,0,2.04,,VCTK
4950,VCTK,p230,p230/p230_243_mic1,0,2.04,,VCTK
4951,VCTK,p297,p297/p297_020_mic1,0,2.04,,VCTK
4952,VCTK,p293,p293/p293_013_mic1,0,2.04,,VCTK
4953,VCTK,p267,p267/p267_097_mic1,0,2.04,,VCTK
4954,VCTK,p300,p300/p300_230_mic1,0,2.04,,VCTK
4955,VCTK,p234,p234/p234_137_mic1,0,2.04,,VCTK
4956,VCTK,p271,p271/p271_051_mic1,0,2.04,,VCTK
4957,VCTK,p326,p326/p326_068_mic1,0,2.04,,VCTK
4958,VCTK,p276,p276/p276_082_mic1,0,2.04,,VCTK
4959,VCTK,p263,p263/p263_086_mic1,0,2.04,,VCTK
4960,VCTK,p231,p231/p231_256_mic1,0,2.04,,VCTK
4961,VCTK,p313,p313/p313_010_mic1,0,2.04,,VCTK
4962,VCTK,p248,p248/p248_279_mic1,0,2.04,,VCTK
4963,VCTK,p282,p282/p282_340_mic1,0,2.04,,VCTK
4964,VCTK,p233,p233/p233_126_mic1,0,2.04,,VCTK
4965,VCTK,p261,p261/p261_391_mic1,0,2.04,,VCTK
4966,VCTK,p265,p265/p265_039_mic1,0,2.04,,VCTK
4967,VCTK,p307,p307/p307_346_mic1,0,2.04,,VCTK
4968,VCTK,p272,p272/p272_129_mic1,0,2.04,,VCTK
4969,VCTK,p236,p236/p236_095_mic1,0,2.04,,VCTK
4970,VCTK,p272,p272/p272_320_mic1,0,2.04,,VCTK
4971,VCTK,p282,p282/p282_345_mic1,0,2.04,,VCTK
4972,VCTK,p236,p236/p236_396_mic1,0,2.04,,VCTK
4973,VCTK,p345,p345/p345_185_mic1,0,2.04,,VCTK
4974,VCTK,p333,p333/p333_131_mic1,0,2.04,,VCTK
4975,VCTK,p301,p301/p301_336_mic1,0,2.04,,VCTK
4976,VCTK,p304,p304/p304_344_mic1,0,2.04,,VCTK
4977,VCTK,p276,p276/p276_181_mic1,0,2.04,,VCTK
4978,VCTK,p237,p237/p237_102_mic1,0,2.04,,VCTK
4979,VCTK,p285,p285/p285_387_mic1,0,2.04,,VCTK
4980,VCTK,p304,p304/p304_156_mic1,0,2.04,,VCTK
4981,VCTK,p334,p334/p334_255_mic1,0,2.04,,VCTK
4982,VCTK,p271,p271/p271_019_mic1,0,2.04,,VCTK
4983,VCTK,p225,p225/p225_352_mic1,0,2.04,,VCTK
4984,VCTK,p257,p257/p257_364_mic1,0,2.04,,VCTK
4985,VCTK,p294,p294/p294_043_mic1,0,2.04,,VCTK
4986,VCTK,p265,p265/p265_153_mic1,0,2.04,,VCTK
4987,VCTK,p244,p244/p244_048_mic1,0,2.04,,VCTK
4988,VCTK,p343,p343/p343_266_mic1,0,2.04,,VCTK
4989,VCTK,p307,p307/p307_334_mic1,0,2.04,,VCTK
4990,VCTK,p265,p265/p265_196_mic1,0,2.04,,VCTK
4991,VCTK,p316,p316/p316_304_mic1,0,2.04,,VCTK
4992,VCTK,p274,p274/p274_460_mic1,0,2.04,,VCTK
4993,VCTK,p334,p334/p334_132_mic1,0,2.04,,VCTK
4994,VCTK,p340,p340/p340_226_mic1,0,2.04,,VCTK
4995,VCTK,p270,p270/p270_007_mic1,0,2.04,,VCTK
4996,VCTK,p237,p237/p237_071_mic1,0,2.04,,VCTK
4997,VCTK,p333,p333/p333_136_mic1,0,2.04,,VCTK
4998,VCTK,p305,p305/p305_043_mic1,0,2.04,,VCTK
4999,VCTK,p316,p316/p316_382_mic1,0,2.04,,VCTK
5000,VCTK,p274,p274/p274_314_mic1,0,2.04,,VCTK
5001,VCTK,p288,p288/p288_269_mic1,0,2.04,,VCTK
5002,VCTK,p300,p300/p300_045_mic1,0,2.04,,VCTK
5003,VCTK,p298,p298/p298_072_mic1,0,2.04,,VCTK
5004,VCTK,p303,p303/p303_218_mic1,0,2.04,,VCTK
5005,VCTK,p299,p299/p299_391_mic1,0,2.04,,VCTK
5006,VCTK,p268,p268/p268_363_mic1,0,2.04,,VCTK
5007,VCTK,p257,p257/p257_377_mic1,0,2.04,,VCTK
5008,VCTK,p274,p274/p274_058_mic1,0,2.04,,VCTK
5009,VCTK,p264,p264/p264_008_mic1,0,2.04,,VCTK
5010,VCTK,p307,p307/p307_330_mic1,0,2.04,,VCTK
5011,VCTK,p252,p252/p252_402_mic1,0,2.04,,VCTK
5012,VCTK,p251,p251/p251_328_mic1,0,2.04,,VCTK
5013,VCTK,p297,p297/p297_166_mic1,0,2.04,,VCTK
5014,VCTK,p304,p304/p304_423_mic1,0,2.04,,VCTK
5015,VCTK,p308,p308/p308_147_mic1,0,2.04,,VCTK
5016,VCTK,p323,p323/p323_383_mic1,0,2.04,,VCTK
5017,VCTK,p253,p253/p253_169_mic1,0,2.04,,VCTK
5018,VCTK,p287,p287/p287_279_mic1,0,2.04,,VCTK
5019,VCTK,p231,p231/p231_439_mic1,0,2.04,,VCTK
5020,VCTK,p234,p234/p234_142_mic1,0,2.04,,VCTK
5021,VCTK,p263,p263/p263_225_mic1,0,2.04,,VCTK
5022,VCTK,p302,p302/p302_098_mic1,0,2.04,,VCTK
5023,VCTK,p314,p314/p314_358_mic1,0,2.04,,VCTK
5024,VCTK,p265,p265/p265_259_mic1,0,2.04,,VCTK
5025,VCTK,p232,p232/p232_368_mic1,0,2.04,,VCTK
5026,VCTK,p341,p341/p341_230_mic1,0,2.04,,VCTK
5027,VCTK,p261,p261/p261_253_mic1,0,2.04,,VCTK
5028,VCTK,p280,p280/p280_219_mic1,0,2.04,,VCTK
5029,VCTK,p264,p264/p264_276_mic1,0,2.04,,VCTK
5030,VCTK,p306,p306/p306_179_mic1,0,2.04,,VCTK
5031,VCTK,p271,p271/p271_448_mic1,0,2.04,,VCTK
5032,VCTK,p287,p287/p287_330_mic1,0,2.04,,VCTK
5033,VCTK,p238,p238/p238_117_mic1,0,2.04,,VCTK
5034,VCTK,p286,p286/p286_112_mic1,0,2.04,,VCTK
5035,VCTK,p230,p230/p230_214_mic1,0,2.04,,VCTK
5036,VCTK,p295,p295/p295_404_mic1,0,2.04,,VCTK
5037,VCTK,p339,p339/p339_211_mic1,0,2.04,,VCTK
5038,VCTK,p231,p231/p231_074_mic1,0,2.04,,VCTK
5039,VCTK,p297,p297/p297_420_mic1,0,2.04,,VCTK
5040,VCTK,p314,p314/p314_314_mic1,0,2.04,,VCTK
5041,VCTK,p295,p295/p295_139_mic1,0,2.04,,VCTK
5042,VCTK,p247,p247/p247_157_mic1,0,2.04,,VCTK
5043,VCTK,p311,p311/p311_096_mic1,0,2.04,,VCTK
5044,VCTK,p334,p334/p334_033_mic1,0,2.04,,VCTK
5045,VCTK,p274,p274/p274_186_mic1,0,2.04,,VCTK
5046,VCTK,p302,p302/p302_173_mic1,0,2.04,,VCTK
5047,VCTK,p277,p277/p277_306_mic1,0,2.04,,VCTK
5048,VCTK,p259,p259/p259_216_mic1,0,2.04,,VCTK
5049,VCTK,p276,p276/p276_411_mic1,0,2.04,,VCTK
5050,VCTK,p258,p258/p258_056_mic1,0,2.04,,VCTK
5051,VCTK,p286,p286/p286_342_mic1,0,2.04,,VCTK
5052,VCTK,p271,p271/p271_173_mic1,0,2.04,,VCTK
5053,VCTK,p271,p271/p271_296_mic1,0,2.04,,VCTK
5054,VCTK,p279,p279/p279_003_mic1,0,2.04,,VCTK
5055,VCTK,p273,p273/p273_398_mic1,0,2.04,,VCTK
5056,VCTK,p285,p285/p285_403_mic1,0,2.04,,VCTK
5057,VCTK,p234,p234/p234_335_mic1,0,2.04,,VCTK
5058,VCTK,p252,p252/p252_407_mic1,0,2.04,,VCTK
5059,VCTK,p252,p252/p252_221_mic1,0,2.04,,VCTK
5060,VCTK,p227,p227/p227_277_mic1,0,2.04,,VCTK
5061,VCTK,p263,p263/p263_402_mic1,0,2.04,,VCTK
5062,VCTK,p265,p265/p265_279_mic1,0,2.04,,VCTK
5063,VCTK,p260,p260/p260_060_mic1,0,2.04,,VCTK
5064,VCTK,p292,p292/p292_311_mic1,0,2.04,,VCTK
5065,VCTK,p271,p271/p271_290_mic1,0,2.04,,VCTK
5066,VCTK,p297,p297/p297_267_mic1,0,2.04,,VCTK
5067,VCTK,p262,p262/p262_316_mic1,0,2.04,,VCTK
5068,VCTK,p233,p233/p233_360_mic1,0,2.04,,VCTK
5069,VCTK,p335,p335/p335_119_mic1,0,2.04,,VCTK
5070,VCTK,p249,p249/p249_057_mic1,0,2.04,,VCTK
5071,VCTK,p316,p316/p316_079_mic1,0,2.04,,VCTK
5072,VCTK,p229,p229/p229_001_mic1,0,2.04,,VCTK
5073,VCTK,p232,p232/p232_249_mic1,0,2.04,,VCTK
5074,VCTK,p307,p307/p307_217_mic1,0,2.04,,VCTK
5075,VCTK,p311,p311/p311_116_mic1,0,2.04,,VCTK
5076,VCTK,p273,p273/p273_422_mic1,0,2.04,,VCTK
5077,VCTK,p286,p286/p286_162_mic1,0,2.04,,VCTK
5078,VCTK,p311,p311/p311_197_mic1,0,2.04,,VCTK
5079,VCTK,p310,p310/p310_219_mic1,0,2.04,,VCTK
5080,VCTK,p261,p261/p261_290_mic1,0,2.04,,VCTK
5081,VCTK,p262,p262/p262_203_mic1,0,2.04,,VCTK
5082,VCTK,p275,p275/p275_310_mic1,0,2.04,,VCTK
5083,VCTK,p329,p329/p329_351_mic1,0,2.04,,VCTK
5084,VCTK,p292,p292/p292_371_mic1,0,2.04,,VCTK
5085,VCTK,p237,p237/p237_173_mic1,0,2.04,,VCTK
5086,VCTK,p284,p284/p284_275_mic1,0,2.04,,VCTK
5087,VCTK,p329,p329/p329_281_mic1,0,2.04,,VCTK
5088,VCTK,p259,p259/p259_446_mic1,0,2.04,,VCTK
5089,VCTK,p307,p307/p307_358_mic1,0,2.04,,VCTK
5090,VCTK,p253,p253/p253_269_mic1,0,2.04,,VCTK
5091,VCTK,p297,p297/p297_368_mic1,0,2.04,,VCTK
5092,VCTK,p267,p267/p267_030_mic1,0,2.04,,VCTK
5093,VCTK,p343,p343/p343_002_mic1,0,2.04,,VCTK
5094,VCTK,p274,p274/p274_005_mic1,0,2.04,,VCTK
5095,VCTK,p249,p249/p249_019_mic1,0,2.04,,VCTK
5096,VCTK,p259,p259/p259_465_mic1,0,2.04,,VCTK
5097,VCTK,p333,p333/p333_112_mic1,0,2.04,,VCTK
5098,VCTK,p269,p269/p269_114_mic1,0,2.04,,VCTK
5099,VCTK,p264,p264/p264_481_mic1,0,2.04,,VCTK
5100,VCTK,p272,p272/p272_138_mic1,0,2.04,,VCTK
5101,VCTK,p303,p303/p303_300_mic1,0,2.04,,VCTK
5102,VCTK,p267,p267/p267_176_mic1,0,2.04,,VCTK
5103,VCTK,p245,p245/p245_195_mic1,0,2.04,,VCTK
5104,VCTK,p264,p264/p264_142_mic1,0,2.04,,VCTK
5105,VCTK,p259,p259/p259_153_mic1,0,2.04,,VCTK
5106,VCTK,p252,p252/p252_368_mic1,0,2.04,,VCTK
5107,VCTK,p305,p305/p305_019_mic1,0,2.04,,VCTK
5108,VCTK,p255,p255/p255_098_mic1,0,2.04,,VCTK
5109,VCTK,p310,p310/p310_031_mic1,0,2.04,,VCTK
5110,VCTK,p297,p297/p297_280_mic1,0,2.04,,VCTK
5111,VCTK,p282,p282/p282_272_mic1,0,2.04,,VCTK
5112,VCTK,p270,p270/p270_137_mic1,0,2.04,,VCTK
5113,VCTK,p314,p314/p314_196_mic1,0,2.04,,VCTK
5114,VCTK,p270,p270/p270_421_mic1,0,2.04,,VCTK
5115,VCTK,p239,p239/p239_363_mic1,0,2.04,,VCTK
5116,VCTK,p288,p288/p288_373_mic1,0,2.04,,VCTK
5117,VCTK,p303,p303/p303_332_mic1,0,2.04,,VCTK
5118,VCTK,p281,p281/p281_152_mic1,0,2.04,,VCTK
5119,VCTK,p227,p227/p227_039_mic1,0,2.04,,VCTK
5120,VCTK,p299,p299/p299_037_mic1,0,2.04,,VCTK
5121,VCTK,p345,p345/p345_353_mic1,0,2.04,,VCTK
5122,VCTK,p305,p305/p305_313_mic1,0,2.04,,VCTK
5123,VCTK,p300,p300/p300_085_mic1,0,2.04,,VCTK
5124,VCTK,p227,p227/p227_397_mic1,0,2.04,,VCTK
5125,VCTK,p329,p329/p329_043_mic1,0,2.04,,VCTK
5126,VCTK,p252,p252/p252_410_mic1,0,2.04,,VCTK
5127,VCTK,p236,p236/p236_379_mic1,0,2.04,,VCTK
5128,VCTK,p308,p308/p308_213_mic1,0,2.04,,VCTK
5129,VCTK,p268,p268/p268_306_mic1,0,2.04,,VCTK
5130,VCTK,p247,p247/p247_019_mic1,0,2.04,,VCTK
5131,VCTK,p245,p245/p245_121_mic1,0,2.04,,VCTK
5132,VCTK,p298,p298/p298_341_mic1,0,2.04,,VCTK
5133,VCTK,p305,p305/p305_412_mic1,0,2.04,,VCTK
5134,VCTK,p272,p272/p272_342_mic1,0,2.04,,VCTK
5135,VCTK,p286,p286/p286_336_mic1,0,2.04,,VCTK
5136,VCTK,p339,p339/p339_412_mic1,0,2.04,,VCTK
5137,VCTK,p330,p330/p330_174_mic1,0,2.04,,VCTK
5138,VCTK,p274,p274/p274_377_mic1,0,2.04,,VCTK
5139,VCTK,p259,p259/p259_227_mic1,0,2.04,,VCTK
5140,VCTK,p307,p307/p307_054_mic1,0,2.04,,VCTK
5141,VCTK,p237,p237/p237_106_mic1,0,2.04,,VCTK
5142,VCTK,p227,p227/p227_033_mic1,0,2.04,,VCTK
5143,VCTK,p306,p306/p306_282_mic1,0,2.04,,VCTK
5144,VCTK,p226,p226/p226_271_mic1,0,2.04,,VCTK
5145,VCTK,p245,p245/p245_282_mic1,0,2.04,,VCTK
5146,VCTK,p253,p253/p253_326_mic1,0,2.04,,VCTK
5147,VCTK,p316,p316/p316_120_mic1,0,2.04,,VCTK
5148,VCTK,p330,p330/p330_076_mic1,0,2.04,,VCTK
5149,VCTK,p231,p231/p231_343_mic1,0,2.04,,VCTK
5150,VCTK,p241,p241/p241_286_mic1,0,2.04,,VCTK
5151,VCTK,p285,p285/p285_273_mic1,0,2.04,,VCTK
5152,VCTK,p228,p228/p228_169_mic1,0,2.04,,VCTK
5153,VCTK,p227,p227/p227_398_mic1,0,2.04,,VCTK
5154,VCTK,p231,p231/p231_392_mic1,0,2.04,,VCTK
5155,VCTK,p226,p226/p226_064_mic1,0,2.04,,VCTK
5156,VCTK,p282,p282/p282_075_mic1,0,2.04,,VCTK
5157,VCTK,p262,p262/p262_043_mic1,0,2.04,,VCTK
5158,VCTK,p304,p304/p304_107_mic1,0,2.04,,VCTK
5159,VCTK,p341,p341/p341_114_mic1,0,2.04,,VCTK
5160,VCTK,p307,p307/p307_263_mic1,0,2.04,,VCTK
5161,VCTK,p247,p247/p247_028_mic1,0,2.04,,VCTK
5162,VCTK,p343,p343/p343_322_mic1,0,2.04,,VCTK
5163,VCTK,p244,p244/p244_229_mic1,0,2.04,,VCTK
5164,VCTK,p280,p280/p280_326_mic1,0,2.04,,VCTK
5165,VCTK,p286,p286/p286_099_mic1,0,2.04,,VCTK
5166,VCTK,p260,p260/p260_160_mic1,0,2.04,,VCTK
5167,VCTK,p247,p247/p247_115_mic1,0,2.04,,VCTK
5168,VCTK,p313,p313/p313_249_mic1,0,2.04,,VCTK
5169,VCTK,p276,p276/p276_310_mic1,0,2.04,,VCTK
5170,VCTK,p263,p263/p263_395_mic1,0,2.04,,VCTK
5171,VCTK,p314,p314/p314_015_mic1,0,2.04,,VCTK
5172,VCTK,p285,p285/p285_131_mic1,0,2.04,,VCTK
5173,VCTK,p311,p311/p311_252_mic1,0,2.04,,VCTK
5174,VCTK,p225,p225/p225_157_mic1,0,2.04,,VCTK
5175,VCTK,p340,p340/p340_381_mic1,0,2.04,,VCTK
5176,VCTK,p275,p275/p275_016_mic1,0,2.04,,VCTK
5177,VCTK,p261,p261/p261_156_mic1,0,2.04,,VCTK
5178,VCTK,p336,p336/p336_059_mic1,0,2.04,,VCTK
5179,VCTK,p255,p255/p255_342_mic1,0,2.04,,VCTK
5180,VCTK,p288,p288/p288_331_mic1,0,2.04,,VCTK
5181,VCTK,p295,p295/p295_305_mic1,0,2.04,,VCTK
5182,VCTK,p307,p307/p307_019_mic1,0,2.04,,VCTK
5183,VCTK,p330,p330/p330_133_mic1,0,2.04,,VCTK
5184,VCTK,p282,p282/p282_069_mic1,0,2.04,,VCTK
5185,VCTK,p227,p227/p227_207_mic1,0,2.04,,VCTK
5186,VCTK,p231,p231/p231_449_mic1,0,2.04,,VCTK
5187,VCTK,p274,p274/p274_208_mic1,0,2.04,,VCTK
5188,VCTK,p263,p263/p263_176_mic1,0,2.04,,VCTK
5189,VCTK,p251,p251/p251_324_mic1,0,2.04,,VCTK
5190,VCTK,p293,p293/p293_293_mic1,0,2.04,,VCTK
5191,VCTK,p244,p244/p244_171_mic1,0,2.04,,VCTK
5192,VCTK,p273,p273/p273_201_mic1,0,2.04,,VCTK
5193,VCTK,p264,p264/p264_076_mic1,0,2.04,,VCTK
5194,VCTK,p318,p318/p318_145_mic1,0,2.04,,VCTK
5195,VCTK,p237,p237/p237_063_mic1,0,2.04,,VCTK
5196,VCTK,p251,p251/p251_216_mic1,0,2.04,,VCTK
5197,VCTK,p267,p267/p267_378_mic1,0,2.04,,VCTK
5198,VCTK,p302,p302/p302_216_mic1,0,2.04,,VCTK
5199,VCTK,p310,p310/p310_134_mic1,0,2.04,,VCTK
5200,VCTK,p279,p279/p279_177_mic1,0,2.04,,VCTK
5201,VCTK,p335,p335/p335_202_mic1,0,2.04,,VCTK
5202,VCTK,p273,p273/p273_332_mic1,0,2.04,,VCTK
5203,VCTK,p259,p259/p259_338_mic1,0,2.04,,VCTK
5204,VCTK,p305,p305/p305_021_mic1,0,2.04,,VCTK
5205,VCTK,p286,p286/p286_135_mic1,0,2.04,,VCTK
5206,VCTK,p312,p312/p312_051_mic1,0,2.04,,VCTK
5207,VCTK,p287,p287/p287_163_mic1,0,2.04,,VCTK
5208,VCTK,p253,p253/p253_038_mic1,0,2.04,,VCTK
5209,VCTK,p294,p294/p294_248_mic1,0,2.04,,VCTK
5210,VCTK,p276,p276/p276_123_mic1,0,2.04,,VCTK
5211,VCTK,p295,p295/p295_421_mic1,0,2.04,,VCTK
5212,VCTK,p227,p227/p227_394_mic1,0,2.04,,VCTK
5213,VCTK,p259,p259/p259_379_mic1,0,2.04,,VCTK
5214,VCTK,p329,p329/p329_140_mic1,0,2.04,,VCTK
5215,VCTK,p333,p333/p333_084_mic1,0,2.04,,VCTK
5216,VCTK,p345,p345/p345_250_mic1,0,2.04,,VCTK
5217,VCTK,p270,p270/p270_356_mic1,0,2.04,,VCTK
5218,VCTK,p307,p307/p307_333_mic1,0,2.04,,VCTK
5219,VCTK,p272,p272/p272_038_mic1,0,2.04,,VCTK
5220,VCTK,p247,p247/p247_384_mic1,0,2.04,,VCTK
5221,VCTK,p284,p284/p284_060_mic1,0,2.04,,VCTK
5222,VCTK,p340,p340/p340_102_mic1,0,2.04,,VCTK
5223,VCTK,p314,p314/p314_414_mic1,0,2.04,,VCTK
5224,VCTK,p303,p303/p303_213_mic1,0,2.04,,VCTK
5225,VCTK,p343,p343/p343_221_mic1,0,2.04,,VCTK
5226,VCTK,p240,p240/p240_130_mic1,0,2.04,,VCTK
5227,VCTK,p282,p282/p282_122_mic1,0,2.04,,VCTK
5228,VCTK,p312,p312/p312_059_mic1,0,2.04,,VCTK
5229,VCTK,p272,p272/p272_291_mic1,0,2.04,,VCTK
5230,VCTK,p306,p306/p306_158_mic1,0,2.04,,VCTK
5231,VCTK,p228,p228/p228_341_mic1,0,2.04,,VCTK
5232,VCTK,p263,p263/p263_386_mic1,0,2.04,,VCTK
5233,VCTK,p233,p233/p233_185_mic1,0,2.04,,VCTK
5234,VCTK,p315,p315/p315_255_mic1,0,2.04,,VCTK
5235,VCTK,p271,p271/p271_008_mic1,0,2.04,,VCTK
5236,VCTK,p313,p313/p313_230_mic1,0,2.04,,VCTK
5237,VCTK,p316,p316/p316_080_mic1,0,2.04,,VCTK
